id,Name,titleProject_id,class,score,login,password
283 , Калонин Альберт Денисович , 297 , 8б , 2 , Калонин_АД , FpPtRRXk
284 , Валягин Григорий Антонович , 94 , 10в , 4 , Валягин_ГА , 3n0Kx9Pa
285 , Коцева Кристина Николаевна , 412 , 9г , 3 , Коцева_КН , jtNHfLnm
286 , Голина Кристина Максимовна , 3 , 7х , 3 , Голина_КМ , b03O5aoi
287 , Батрамеев Анатолий Романович , 354 , 9х , 3 , Батрамеев_АР , rKT9aBy2
288 , Чикмарев Валентин Валериевич , 306 , 9и , 5 , Чикмарев_ВВ , 2ixHNuPo
289 , Киницына Валерия Олеговна , 202 , 7х , 4 , Киницына_ВО , vaH9099d
290 , Числин Юрий Денисович , 121 , 7в , 2 , Числин_ЮД , bJCVdvYH
291 , Стебунова Юлия Романовна , 358 , 9т , 3 , Стебунова_ЮР , zfTeV1TK
292 , Кацов Павел Павлович , 236 , 10г , 5 , Кацов_ПП , N00jONKq
293 , Гоцев Тарас Викторович , 41 , 8в , 3 , Гоцев_ТВ , Ep2rRljA
294 , Мотовицкий Роман Аркадиевич , 31 , 11и , 5 , Мотовицкий_РА , dLVQDYiY
295 , Чурзина Клара Егоровна , 308 , 10б , 3 , Чурзина_КЕ , bWNcVpew
296 , Щепалкина Валерия Сергеевна , 134 , 9б , 4 , Щепалкина_ВС , 6fdyxPmW
297 , Утимишев Ярослав Игоревич , 239 , 11а , 3 , Утимишев_ЯИ , 1ToqVcD6
298 , Алуханов Кирилл Фёдорович , 298 , 7т , 2 , Алуханов_КФ , wuVOCxyf
299 , Полунеев Валентин Валериевич , 307 , 8и , 2 , Полунеев_ВВ , PiwHnaX2
300 , Крупенова Наталия Андреевна , 209 , 7в , 5 , Крупенова_НА , JujpJARA
301 , Корнюшин Илья Юрьевич , 44 , 10т , 3 , Корнюшин_ИЮ , rJ5ECHXK
302 , Паушева Виолетта Никитична , 310 , 8г , 4 , Паушева_ВН , tfUaqptI
303 , Берзин Герасим Антонович , 349 , 11т , 5 , Берзин_ГА , BCMlzEKr
304 , Шулунова Алла Алексеевна , 54 , 7д , 4 , Шулунова_АА , 2J9zJVHK
305 , Трепашова София Яковлевна , 399 , 11а , 2 , Трепашова_СЯ , ygjFwYJC
306 , Чумейкин Константин Антонович , 8 , 8б , 5 , Чумейкин_КА , OBKbhp7d
307 , Польшиков Денис Игоревич , 495 , 9и , 2 , Польшиков_ДИ , c0O9YLKY
308 , Медоусова Жанна Романовна , 252 , 7б , 2 , Медоусова_ЖР , W7Y7AW48
309 , Акуратова Клавдия Андреевна , 92 , 9г , 5 , Акуратова_КА , EocR4JfU
310 , Курмеева Елизавета Валерьевна , 486 , 8а , 5 , Курмеева_ЕВ , DVcsKzhb
311 , Бадов Александр Аркадиевич , 217 , 10г , 3 , Бадов_АА , 8bFw5Xri
312 , Бакушин Эдуард Адамович , 265 , 7б , 5 , Бакушин_ЭА , 4yNLQNxI
313 , Чебина Инна Сергеевна , 273 , 10т , 2 , Чебина_ИС , NaGXDTri
314 , Подледнова Наталья Ивановна , 112 , 11и , 3 , Подледнова_НИ , azhy1oGP
315 , Садгеева Лиза Евгеньевна , 460 , 11г , 3 , Садгеева_ЛЕ , YpLbPXoJ
316 , Акушин Борис Павлович , 493 , 9т , 2 , Акушин_БП , jmSXowbR
317 , Аришев Руслан Кириллович , 379 , 10т , 3 , Аришев_РК , L63En4S8
318 , Гуслова Кристина Олеговна , 389 , 9в , 2 , Гуслова_КО , PaPengYv
319 , Глоточкина Оксана Аркадьевна , 370 , 9и , 5 , Глоточкина_ОА , Wlj0Dp4U
320 , Шапина Маргарита Романовна , 163 , 8б , 5 , Шапина_МР , lgjznY9E
321 , Дурылин Георгий Валериевич , 261 , 11т , 4 , Дурылин_ГВ , 4Eo3PLCo
322 , Болкисева Анна Викторовна , 248 , 7х , 4 , Болкисева_АВ , VnqBG3M4
323 , Багапов Вячеслав Сергеевич , 99 , 7д , 4 , Багапов_ВС , Qe4hRrSn
324 , Люцарева Яна Аркадьевна , 376 , 11б , 2 , Люцарева_ЯА , JJVYUIxA
325 , Боготынина София Егоровна , 63 , 11б , 5 , Боготынина_СЕ , t4Te9sc7
326 , Саюшкин Игорь Алексиевич , 211 , 11х , 5 , Саюшкин_ИА , WWwyGBw7
327 , Потешных Тамара Николаевна , 468 , 11в , 3 , Потешных_ТН , mvb8OCWd
328 , Незлина Жанна Василевна , 426 , 8б , 5 , Незлина_ЖВ , ltNfHedv
329 , Федичева Вероника Кирилловна , 37 , 7х , 4 , Федичева_ВК , 1zF3bzg0
330 , Пустынкин Вадим Антонович , 388 , 10в , 5 , Пустынкин_ВА , sNW44COq
331 , Аринакова Ирина Михайловна , 150 , 8в , 5 , Аринакова_ИМ , ARmsrL44
332 , Обиралкова Мария Егоровна , 294 , 11т , 5 , Обиралкова_МЕ , 9Cud960q
333 , Аристарова Валентина Максимовна , 443 , 11г , 2 , Аристарова_ВМ , TkO2Gy80
334 , Яуров Герасим Юрьевич , 38 , 9а , 5 , Яуров_ГЮ , WiN1v4BT
335 , Духонькин Вячеслав Фёдорович , 2 , 9в , 4 , Духонькин_ВФ , AaVYexFA
336 , Гвасков Евгений Михаилович , 402 , 9в , 5 , Гвасков_ЕМ , U2MxMWEC
337 , Жабынина Галина Николаевна , 185 , 7х , 5 , Жабынина_ГН , HUQDG1Tb
338 , Шерюкова Виолетта Романовна , 440 , 9б , 4 , Шерюкова_ВР , 6exSl6t6
339 , Колокатов Пётр Евгеньевич , 484 , 10в , 3 , Колокатов_ПЕ , LAbIW7TR
340 , Шайдуков Андрей Михаилович , 317 , 9и , 4 , Шайдуков_АМ , f71IdAJ1
341 , Смирнягина Дарья Игоревна , 425 , 10в , 4 , Смирнягина_ДИ , Jg9oDMHe
342 , Штырева Ева Олеговна , 258 , 11и , 2 , Штырева_ЕО , qNtpoJXJ
343 , Ашукин Вячеслав Михаилович , 191 , 10т , 4 , Ашукин_ВМ , bHn9obpQ
344 , Рубченкова Галина Алексеевна , 190 , 9в , 3 , Рубченкова_ГА , 9Aiz3qUu
345 , Зархин Иван Алексиевич , 478 , 11и , 5 , Зархин_ИА , ygJbMFL6
346 , Адиотов Дмитрий Павлович , 156 , 7б , 3 , Адиотов_ДП , 1arGfBKE
347 , Тищенкова Раиса Валерьевна , 79 , 7д , 3 , Тищенкова_РВ , xEXUllf1
348 , Лозеев Илья Петрович , 205 , 10д , 2 , Лозеев_ИП , Lpf32oyV
349 , Кобяшов Герасим Михаилович , 305 , 11т , 2 , Кобяшов_ГМ , Fh0fiOFk
350 , Ронова Клавдия Валерьевна , 107 , 7и , 4 , Ронова_КВ , gK4u24QF
351 , Стрижнов Алексей Евгеньевич , 385 , 11г , 3 , Стрижнов_АЕ , ciSEgLCK
352 , Волынский Алексей Виталиевич , 362 , 11т , 5 , Волынский_АВ , 7hSjcJOe
353 , Машонский Василий Данилович , 23 , 9д , 5 , Машонский_ВД , 5QwExJT1
354 , Буриева Зинаида Аркадьевна , 104 , 11д , 4 , Буриева_ЗА , VDYKSYQQ
355 , Борщина Алёна Ивановна , 377 , 11а , 5 , Борщина_АИ , 2s5V0YVh
356 , Белчков Олег Иванович , 275 , 10а , 4 , Белчков_ОИ , QlDFQH0J
357 , Остропиков Альберт Данилович , 157 , 8г , 2 , Остропиков_АД , 7j2nAMxm
358 , Оргонова Любовь Максимовна , 264 , 7б , 4 , Оргонова_ЛМ , 5zolaLTB
359 , Мальков Юрий Евгеньевич , 228 , 7г , 3 , Мальков_ЮЕ , jxyOHFt6
360 , Свльхова Наталья Вадимовна , 160 , 9т , 5 , Свльхова_НВ , iGFOVtDd
361 , Мякушков Герасим Леонидович , 102 , 10т , 3 , Мякушков_ГЛ , c99IxVgl
362 , Межуев Георгий Юриевич , 355 , 8г , 4 , Межуев_ГЮ , O8Sy2RLe
363 , Чериншев Александр Сергеевич , 439 , 8а , 2 , Чериншев_АС , QgA15S04
364 , Муниров Алексей Андреевич , 117 , 11г , 3 , Муниров_АА , aAsO2VBt
365 , Климухин Руслан Романович , 269 , 10в , 3 , Климухин_РР , gLkwHt0n
366 , Дембская Екатерина Никитична , 64 , 11б , 4 , Дембская_ЕН , IEEiRxvD
367 , Тюнеев Яков Фёдорович , 417 , 10т , 2 , Тюнеев_ЯФ , 2cyacYhN
368 , Трушитин Антон Данилович , 168 , 9х , 3 , Трушитин_АД , RanWdVQ1
369 , Балакишиев Роман Алексиевич , 143 , 11х , 5 , Балакишиев_РА , DsqBTsat
370 , Немтюрева Валерия Аркадьевна , 12 , 10г , 4 , Немтюрева_ВА , 6O3JHnQ9
371 , Складанова Клавдия Аркадьевна , 257 , 9а , 3 , Складанова_КА , uyzrvY5K
372 , Заходина Полина Леонидовна , 93 , 10д , 4 , Заходина_ПЛ , 84BpqDFn
373 , Муринов Анатолий Борисович , 171 , 11б , 5 , Муринов_АБ , McktcLlm
374 , Гришалова Любовь Евгеньевна , 301 , 8т , 3 , Гришалова_ЛЕ , szVNSnLJ
375 , Ситчихин Станислав Георгиевич , 247 , 8т , 5 , Ситчихин_СГ , FlKWKFz4
376 , Просяных Георгий Василиевич , 366 , 9в , 2 , Просяных_ГВ , EjKCroch
377 , Дзабиев Григорий Георгиевич , 259 , 11д , 5 , Дзабиев_ГГ , 4Fnm4d8n
378 , Рыбаулин Григорий Алексеевич , 140 , 11а , 5 , Рыбаулин_ГА , xqJ9kZFE
379 , Тупиева Екатерина Ивановна , 400 , 7д , 2 , Тупиева_ЕИ , XPcbOkk4
380 , Куверчева Алена Ивановна , 170 , 10д , 3 , Куверчева_АИ , fWkLc9ma
381 , Цаблинова Виктория Богдановна , 342 , 9г , 4 , Цаблинова_ВБ , mpwyKhtg
382 , Синенков Григорий Леонидович , 230 , 9в , 5 , Синенков_ГЛ , tc0ZcPIP
383 , Лизункин Артур Олегович , 4 , 11в , 5 , Лизункин_АО , zmOmjFDd
384 , Славущева Александра Эдуардовна , 81 , 8а , 5 , Славущева_АЭ , yMICj7RL
385 , Шахвердов Дмитрий Антонович , 132 , 11б , 2 , Шахвердов_ДА , 7nZ3lUtD
386 , Рапацкая Ольга Ивановна , 223 , 10г , 3 , Рапацкая_ОИ , qxSxETTF
387 , Сторокожев Виталий Аркадиевич , 159 , 9б , 2 , Сторокожев_ВА , YmeM8fn0
388 , Половодов Кирилл Николаевич , 18 , 8т , 5 , Половодов_КН , QA8Vwt2S
389 , Халтанова Алена Дмитриевна , 49 , 8б , 3 , Халтанова_АД , CdmEAyiV
390 , Заложнев Роман Фёдорович , 448 , 8в , 4 , Заложнев_РФ , eytRzkZx
391 , Рыжих Кристина Аркадьевна , 213 , 7а , 4 , Рыжих_КА , jeoXkLT2
392 , Буров Руслан Игоревич , 405 , 11и , 5 , Буров_РИ , NOeUQzf2
393 , Гачков Виталий Евгеньевич , 277 , 9т , 4 , Гачков_ВЕ , OOiKAPeN
394 , Кадилов Геннадий Борисович , 225 , 10в , 3 , Кадилов_ГБ , hSn7AN6T
395 , Гликина Алёна Эдуардовна , 454 , 9б , 3 , Гликина_АЭ , vMncjiru
396 , Ичкинина Любовь Андреевна , 299 , 8г , 5 , Ичкинина_ЛА , uPJ1ZtNW
397 , Мозшорина Кира Дмитриевна , 65 , 8б , 3 , Мозшорина_КД , mRMjgYND
398 , Брижеватов Константин Борисович , 152 , 11т , 2 , Брижеватов_КБ , Ea1QQjZ8
399 , Бучеров Тарас Викторович , 429 , 10д , 4 , Бучеров_ТВ , NiilzKtE
400 , Мисютина Валерия Эдуардовна , 368 , 9г , 2 , Мисютина_ВЭ , cDmtqaCP
401 , Льянов Федор Вадимович , 328 , 8а , 4 , Льянов_ФВ , EWHUpGNK
402 , Щуркин Георгий Яковлевич , 180 , 8в , 4 , Щуркин_ГЯ , t6HBcL6K
403 , Акулин Федор Адамович , 241 , 10г , 4 , Акулин_ФА , AewTAgNJ
404 , Волженкова Екатерина Ивановна , 233 , 9д , 4 , Волженкова_ЕИ , 33OTNJ0b
405 , Махометова София Викторовна , 424 , 8и , 3 , Махометова_СВ , LkDuPFbY
406 , Зызлов Геннадий Антонович , 274 , 7в , 3 , Зызлов_ГА , EZlmmxW6
407 , Девляшова Кира Олеговна , 51 , 11д , 5 , Девляшова_КО , 1KuFGYY1
408 , Яковкина Алена Никитична , 320 , 9т , 5 , Яковкина_АН , 1mDGAZ28
409 , Бузулев Вадим Николаевич , 331 , 10д , 3 , Бузулев_ВН , GvNrPRMC
410 , Ганельский Юрий Юриевич , 474 , 9д , 3 , Ганельский_ЮЮ , 9CoavCRf
411 , Шкапрова Ева Ивановна , 371 , 7б , 5 , Шкапрова_ЕИ , IyXpSuLi
412 , Чичирин Владимир Георгиевич , 11 , 10а , 4 , Чичирин_ВГ , HA2kVlhq
413 , Шилова Надежда Викторовна , 124 , 9б , 2 , Шилова_НВ , GhRAW67A
414 , Коваев Руслан Михаилович , 487 , 9т , 3 , Коваев_РМ , tG7a4vCc
415 , Саверина Надежда Андреевна , 407 , 11б , 4 , Саверина_НА , OC1i08Lj
416 , Тишанкин Олег Адамович , 334 , 9д , 3 , Тишанкин_ОА , a82MCNam
417 , Широпаев Валерий Сергеевич , 406 , 9б , 2 , Широпаев_ВС , 3v8NkLo9
418 , Щепанин Олег Адамович , 226 , 7а , 3 , Щепанин_ОА , s9oSYmrs
419 , Оплетин Владислав Аркадиевич , 361 , 10х , 4 , Оплетин_ВА , fY2HFT4d
420 , Оденова Карина Андреевна , 409 , 8и , 4 , Оденова_КА , 880FZF5w
421 , Семагин Альберт Андреевич , 456 , 10х , 4 , Семагин_АА , pYonUWbg
422 , Черданцева Анастасия Олеговна , 128 , 8х , 3 , Черданцева_АО , NOr0bKXQ
423 , Лонцова Елизавета Эдуардовна , 224 , 7х , 3 , Лонцова_ЕЭ , HBeO1JUA
424 , Сарсекеева Алёна Никитична , 462 , 11и , 4 , Сарсекеева_АН , vvUVH8Te
425 , Аковецкий Антон Евгеньевич , 500 , 8б , 4 , Аковецкий_АЕ , ey7z8ROu
426 , Аратский Станислав Борисович , 351 , 9и , 2 , Аратский_СБ , gLdg5RIu
427 , Чужриков Пётр Денисович , 200 , 9в , 3 , Чужриков_ПД , xstQzr2C
428 , Никитшин Алексей Кириллович , 111 , 11и , 3 , Никитшин_АК , 9cvlGrhu
429 , Симендяев Василий Алексиевич , 45 , 8д , 4 , Симендяев_ВА , B59Bzav4
430 , Ошитков Максим Сергеевич , 151 , 10г , 4 , Ошитков_МС , JT7ZGmNi
431 , Юрасов Евгений Романович , 338 , 9и , 3 , Юрасов_ЕР , jtRxjl9V
432 , Головяшин Павел Юриевич , 179 , 7г , 5 , Головяшин_ПЮ , 5bpdtPsK
433 , Манжурина Екатерина Сергеевна , 219 , 7т , 3 , Манжурина_ЕС , PpXDiDkj
434 , Никурашин Олег Евгеньевич , 291 , 11х , 2 , Никурашин_ОЕ , B0R5UY2J
435 , Бехтерев Федор Вадимович , 137 , 9х , 3 , Бехтерев_ФВ , 24flaglE
436 , Годлевская Катерина Дмитриевна , 403 , 11г , 3 , Годлевская_КД , CKDGPD1b
437 , Акиярова Алина Эдуардовна , 9 , 11а , 4 , Акиярова_АЭ , IKTZtn7h
438 , Милина Алена Петровна , 359 , 8г , 3 , Милина_АП , Ztc3MSqn
439 , Воловин Борис Викторович , 350 , 7т , 2 , Воловин_БВ , 4NWPKfzU
440 , Туморина Ксения Федоровна , 133 , 8б , 5 , Туморина_КФ , bdv2eUZo
441 , Желейков Вячеслав Яковлевич , 199 , 8г , 3 , Желейков_ВЯ , QsLXqQmm
442 , Шишорнина Екатерина Алексеевна , 183 , 8т , 3 , Шишорнина_ЕА , CT3dneHe
443 , Юумогулова Виолетта Игоревна , 311 , 10х , 3 , Юумогулова_ВИ , abbO5JLS
444 , Рецков Денис Денисович , 85 , 10д , 2 , Рецков_ДД , NpWmGcpH
445 , Химунина Елизавета Ивановна , 392 , 7д , 2 , Химунина_ЕИ , hciSiFIh
446 , Кобрянов Александр Алексиевич , 455 , 7т , 2 , Кобрянов_АА , 09XxxaYY
447 , Бирылов Тарас Данилович , 243 , 11а , 3 , Бирылов_ТД , xZl5pbeV
448 , Туфатулин Ярослав Леонидович , 485 , 8х , 4 , Туфатулин_ЯЛ , pidBkBg5
449 , Долбишев Николай Аркадиевич , 292 , 10б , 5 , Долбишев_НА , gad2qlZW
450 , Махтумова Алёна Эдуардовна , 186 , 10б , 4 , Махтумова_АЭ , IfjNfz9t
451 , Нарзаркин Алексей Романович , 423 , 10т , 2 , Нарзаркин_АР , 5FTnF4Yb
452 , Куранина Алена Леонидовна , 196 , 9б , 4 , Куранина_АЛ , Jwz7BwQr
453 , Ситюков Аркадий Евгеньевич , 32 , 10в , 3 , Ситюков_АЕ , vbGpbHN8
454 , Мизюрова Алиса Никитична , 176 , 7г , 4 , Мизюрова_АН , WH8nwLCW
455 , Пандурова Алиса Дмитриевна , 130 , 9б , 2 , Пандурова_АД , 3rz1qT3A
456 , Жилейкин Борис Тимофеевич , 91 , 7в , 2 , Жилейкин_БТ , upYauYYN
457 , Корпункова Виолетта Сергеевна , 83 , 11а , 3 , Корпункова_ВС , QrEhd6VP
458 , Пашохонова Анастасия Федоровна , 467 , 9в , 4 , Пашохонова_АФ , crptlEdm
459 , Сузальцева Тамара Михайловна , 357 , 8х , 4 , Сузальцева_ТМ , cJxVhHiY
460 , Чиличкина Светлана Яковлевна , 5 , 8в , 5 , Чиличкина_СЯ , YNwVUF8k
461 , Шантыкова Карина Максимовна , 198 , 10д , 3 , Шантыкова_КМ , vTAztrkQ
462 , Недосекин Владислав Яковлевич , 457 , 10а , 4 , Недосекин_ВЯ , UWONwh8S
463 , Максимкин Федор Фёдорович , 172 , 10г , 2 , Максимкин_ФФ , aTKohHTP
464 , Матбиюшина Виктория Игоревна , 237 , 8д , 2 , Матбиюшина_ВИ , 8mnpgsIM
465 , Шишкунов Герасим Юрьевич , 110 , 8т , 4 , Шишкунов_ГЮ , TRpHHbqJ
466 , Сухинин Георгий Алексиевич , 475 , 10х , 4 , Сухинин_ГА , 4fE0LWqL
467 , Бисеева Полина Романовна , 48 , 7д , 5 , Бисеева_ПР , TdtyoE9d
468 , Жукулов Михаил Денисович , 60 , 11г , 3 , Жукулов_МД , VINlSBwX
469 , Тоняев Герасим Петрович , 378 , 9т , 5 , Тоняев_ГП , jubsXGxr
470 , Шушенкова Алёна Олеговна , 36 , 7и , 2 , Шушенкова_АО , Fh4NNgRR
471 , Разроев Дмитрий Павлович , 59 , 9а , 2 , Разроев_ДП , z5W1zxGH
472 , Баззаев Анатолий Данилович , 339 , 9д , 2 , Баззаев_АД , UV763jQY
473 , Цекова Алла Олеговна , 50 , 8д , 2 , Цекова_АО , TztVWerj
474 , Аборонова Алиса Алексеевна , 444 , 7г , 5 , Аборонова_АА , yo2aAMjZ
475 , Ягловская Ева Олеговна , 181 , 8в , 4 , Ягловская_ЕО , PBcHukWJ
476 , Шароварова Яна Романовна , 175 , 8а , 4 , Шароварова_ЯР , F9CkF0Tu
477 , Общев Яков Викторович , 466 , 8а , 4 , Общев_ЯВ , S9SAZflo
478 , Ойзерская Катерина Эдуардовна , 120 , 7х , 2 , Ойзерская_КЭ , JDhqVjFy
479 , Прусский Ярослав Иванович , 479 , 11б , 2 , Прусский_ЯИ , NT7Ll2Vc
480 , Лабинов Павел Алексеевич , 272 , 7б , 5 , Лабинов_ПА , KwX7wGGO
481 , Покровов Эдуард Павлович , 312 , 8б , 2 , Покровов_ЭП , wz8Q9X62
482 , Мачехин Эдуард Данилович , 19 , 7д , 3 , Мачехин_ЭД , eXdcbA7s
483 , Кодорская Раиса Ивановна , 27 , 11б , 3 , Кодорская_РИ , ped6HvoO
484 , Кондраева Марина Ивановна , 469 , 9д , 3 , Кондраева_МИ , 1evnLkGz
485 , Бульенков Валентин Иванович , 136 , 10т , 4 , Бульенков_ВИ , 4bBZvAjf
486 , Тагакова Вероника Яковлевна , 393 , 8т , 4 , Тагакова_ВЯ , EemIiK9u
487 , Гершанова Любовь Евгеньевна , 383 , 11т , 5 , Гершанова_ЛЕ , rACmy0VP
488 , Салина Алена Егоровна , 73 , 11в , 5 , Салина_АЕ , qZBlKOnr
489 , Фрумова Зинаида Аркадьевна , 78 , 8а , 4 , Фрумова_ЗА , FbW3nPeR
490 , Хорняков Борис Борисович , 13 , 8г , 2 , Хорняков_ББ , 1g4KZFnv
491 , Гдагазина Лиза Василевна , 212 , 9т , 5 , Гдагазина_ЛВ , kA8iuKvs
492 , Агаршев Ярослав Михаилович , 276 , 9т , 2 , Агаршев_ЯМ , b7Fgjonh
493 , Корюшин Пётр Антонович , 326 , 8х , 2 , Корюшин_ПА , dHT9WOMy
494 , Калаев Пётр Алексиевич , 68 , 8а , 3 , Калаев_ПА , Z7tVpRpG
495 , Ккаталкина Виолетта Егоровна , 53 , 7б , 2 , Ккаталкина_ВЕ , oGqEsUBF
496 , Рачнов Герасим Алексеевич , 103 , 10а , 5 , Рачнов_ГА , 4zdr7U71
497 , Миндубаева Людмила Леонидовна , 477 , 11и , 2 , Миндубаева_ЛЛ , EWJhYGGT
498 , Агафьева Вера Ивановна , 352 , 11х , 3 , Агафьева_ВИ , EALfXKRb
499 , Житин Эдуард Адамович , 481 , 9а , 5 , Житин_ЭА , ueZhUXKK
